_id,cultivarName,accessionNumber,link,maturity,leafColor,downyMildew,verticilliumWilt,viruses,vigor,yield,sidearmLength,alphaAcids,alphaAcidsHigh,alphaAcidsLow,alphaAcidsAverage,betaAcids,betaAcidsHigh,betaAcidsLow,betaAcidsAverage,cohumulone,cohumuloneHigh,cohumuloneLow,cohumuloneAverage,oil,oilLow,oilHigh,oilAverage,H/CRatio,H/CRatioLow,H/CRatioHigh,H/CRatioAverage,humulene,humuleneHigh,humuleneLow,humuleneAverage,caryophylleneOriginal,caryophyllene,myrceneOriginal,myrcene,farneseneOriginal,farnesene
6708457e1540d082ce0716aa,Osvald Saazer clone 72Y,21535,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21535.html,Early,Green,tolerant to moderately resistant,,"Viruses: free of Prunus Necrotic Ringspot, Apple Mosaic, Hop Mosaic, Hop Latent Virus, and American Hop Latent Virus",Poor to good depending on location,Good to poor (probably largely dependent on location and summer daylength),8 to 20 inches,3-5%,5.0,3.0,4.0,4-5%,5.0,4.0,4.5,21-24%,24,21,23,unknown,,,,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce07171b,Pacific Gem,21609,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21609.html,late,dark green,very susceptible,moderately resistant,Viruses: free of major hop viruses at time of introduction,"very good, excellent climber","very good, usually over 2,000 lbs/acre when downy mildew is not a factor",30 – 40 inches,11.5 to 13.7% in Corvallis plots; about 15% in New Zealand,13.7,11.5,12.6,5 – 7 %,7.0,5.0,6.0,30 to 45 %,45,30,38,"1.77 ml/100g. Myrcene 60%; Humulene 15%, Caryophyllene 6%; farnesene trace; H/C ratio = 2.61",1.77,,1.77,H/C ratio = 2.61,2.61,,2.61,Humulene 15%,15.0,,15.0,Caryophyllene 6%,6.0,Myrcene 60%,60.0,farnesene trace,
6708457e1540d082ce0716fc,New Zealand Hallertauer,21610,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21610.html,late,dark green,susceptible,,Viruses: free of major hop viruses when received.,very good,very good,30 to 48 inches,7.40%,7.4,7.4,7.4,5.20%,5.2,5.2,5.2,41%,41,41,41,1.77 ml/100 g,1.77,,1.77,H/C ratio = 2.03,2.03,,2.03,Humulene 9.6%,9.6,,9.6,caryophyllene 4.7%,4.7,myrcene 58.5%,58.5,farnesene 4.2%,4.2
6708457e1540d082ce0716ef,Celeia,21611,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21611.html,medium early,dark green,moderately resistant,,Viruses: no information,good to very good,good to very good,12 to 30 inches,5 to 6,6.0,5.0,5.5,3 to 4,4.0,3.0,3.5,25,25,25,25,1.31 ml/100 g,1.31,,1.31,H/C ratio = 2.47,2.47,,2.47,Humulene 17.6%,17.6,,17.6,caryophyllene 7.2%,7.2,myrcene 49.5%,49.5,farnesene 5.6%,5.6
6708457e1540d082ce0716f5,Cerera,21612,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21612.html,medium late to late,dark green,moderately resistant,,Viruses: no information,good to very good,good,12 to 30 inches,5 to 6,6.0,5.0,5.5,4 to 4,4.0,4.0,4.0,25,25,25,25,1.54 ml/100 g,1.54,,1.54,H/C ratio = 2.24,2.24,,2.24,Humulene 13.2%,13.2,,13.2,caryophyllene 5.9%,5.9,myrcene 58.3%,58.3,farnesene 3.1%,3.1
6708457e1540d082ce0716ec,Cekin,21613,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21613.html,medium late to late,dark green,moderately resistant,,Viruses: no information,"good in Slovenia, only fair in Corvallis test plots","good in Slovenia, poor in Corvallis test plots",12 to 20 inches,6 to 8%,8.0,6.0,7.0,2 to 3%,3.0,2.0,2.5,24%,24,24,24,1.07 ml/100 g,1.07,,1.07,H/C ratio = 2.62,2.62,,2.62,Humulene 16.5%,16.5,,16.5,caryophyllene 6.2%,6.2,myrcene 47.9%,47.9,farnesene 7.1%,7.1
6708457e1540d082ce0716fb,Cicero,21614,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21614.html,late,dark green,moderately resistant,,Viruses: no information,"good in Slovenia, but only fair in USDA test plots","good in Slovenia, poor to fair in USDA test plots",12 to 10 inches,6 to 7%,7.0,6.0,6.5,2.50%,2.5,2.5,2.5,29,29,29,29,1.05 ml/100 g,1.05,,1.05,H/C ratio = 2.59,2.59,,2.59,Humulene 17.7%,17.7,,17.7,caryophyllene 6.7%,6.7,myrcene 51.1%,51.1,farnesene 3.0%,3.0
6708457e1540d082ce071715,Omega,21667,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21667.html,medium,dark green,moderately resistant,resistant,Viruses: free of all 5 hop viruses when received at Corvallis,fair to good,fair to good at Corvallis test plots,"12 to 24 inches, sometimes longer",9 - 10 %,10.0,9.0,9.5,3 - 4 %,4.0,3.0,3.5,29%,29,29,29,1.72 ml/100g,1.72,,1.72,H/C ratio = 3.38,3.38,,3.38,Humulene 17%,17.0,,17.0,caryophyllene 5 %,5.0,myrcene 53%,53.0,farnesene trace,
6708457e1540d082ce071703,Whitbread's Golding,21668,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21668.html,early to medium early,light green,moderately susceptible,tolerant,,fair to good,fair,12 to 30 inches,6 - 7 %,7.0,6.0,6.5,3 %,3.0,3.0,3.0,33 %,33,33,33,1.22 ml/100g,1.22,,1.22,H/C ratio = 2.73,2.73,,2.73,Humulene 25%,25.0,,25.0,caryophyllene 9 %,9.0,myrcene 48%,48.0,farnesene trace,
6708457e1540d082ce07171a,Eastwell Golding,21669,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21669.html,medium late,light green,moderately susceptible,tolerant,Viruses: no information,fair to good,fair to poor,12 - 20 inches,6%,6.0,6.0,6.0,3%,3.0,3.0,3.0,30%,30,30,30,1.50 ml/100 g,1.50,,1.50,H/C ratio = 3.20,3.20,,3.20,Humulene 25%,25.0,,25.0,caryophyllene 8%,8.0,myrcene 50%,50.0,farnesene trace,
6708457e1540d082ce0716a9,Hallertauer Magnum,21670,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21670.html,medium to medium late,medium dark green,resistant,resistant,Viruses: free of all 5 major hop viruses at time of receipt,very good,very good,20 to 40 inches,12 to 17%,17.0,12.0,14.5,5 to 6%,6.0,5.0,5.5,26 to 28%,28,26,27,2.33 ml/100 g,2.33,,2.33,H/C ratio = 3.50,3.50,,3.50,Humulene 18.5%,18.5,,18.5,caryophyllene 4.1%,4.1,myrcene 60.5%,60.5,farnesene trace,
6708457e1540d082ce0716a6,Hallertauer Gold,21671,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21671.html,medium early,medium green to light green,resistant,susceptible,Viruses: free of all major hop viruses when received at Corvallis,fair to good,"fair to good, about 1200 to 1400 lbs/acre in Oregon test plots","12 to 24 inches, sometimes longer",7 - 10%,10.0,7.0,8.5,5 - 7%,7.0,5.0,6.0,20%,20,20,20,1.78 ml/100 g (4 year range: 1.1 to 2.7 ml/100 g),1.78,,1.78,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716b2,Hallertauer Tradition,21672,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21672.html,medium early,medium green to light green,resistant,resistant,Viruses: free of all 5 major hop viruses when received at Corvallis,fair to good,"fair to good, 4 year range 1000 to 1900 lbs/acre",12 to 30 inches,6 - 8%,8.0,6.0,7.0,4 - 5%,5.0,4.0,4.5,23 - 28%,28,23,26,1.49 ml/100g (4 year range: 0.9 to 1.9 ml/100g); myrcene 59.9%; humulene 18.3%; caryophyllene 5.3%; farnesene trace; H/C ratio = 3.45,1.49,,1.49,H/C ratio = 3.45,3.45,,3.45,Humulene 18.3%,18.3,,18.3,caryophyllene 5.3%,5.3,myrcene 59.9%,59.9,farnesene trace,
6708457e1540d082ce0716c7,Hersbrucker Pure,21673,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21673.html,medium,dark green,resistant,resistant,Viruses: free of all 5 major hop viruses when received at Corvallis,fair to good,fair to poor,12 to 20 inches,5 - 6%,6.0,5.0,5.5,2 - 3%,3.0,2.0,2.5,20 to 28%,28,20,24,1 ml/100 grams (3 year range: 0.6 to 1.2 ml/100 g); myrcene 50.0%; humulene 10.2%; caryophyllene 4.4%; farnesene 0.2%,1.00,,1.00,H/C ratio = 2.30,2.30,,2.30,Humulene 10.2%,10.2,,10.2,caryophyllene 4.4%,4.4,myrcene 50.0%,50.0,farnesene 0.2%,0.2
6708457e1540d082ce0716ce,Spalter Select,21674,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21674.html,medium to medium early,medium green,resistant,resistant,Viruses: Free of all major hop viruses when received,fair to good,fair to good,12 to 20 inches,4 to 6%,6.0,4.0,5.0,4 to 5 %,5.0,4.0,4.5,22 to 24%,24,22,23,0.8 to 1.3 ml/100 g; myrcene 56%; humulene 7-10%; caryophyllene 3-4%; farnesene 10 - 13%,1.30,0.80,1.05,H/C ratio = 2.49,2.49,,2.49,humulene 7-10%,10.0,7.0,8.5,caryophyllene 3-4%,4.0,myrcene 56%,56.0,farnesene 10 - 13%,11.5
6708457e1540d082ce071718,Orion,21675,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21675.html,medium early to medium late,dark green,resistant,resistant,Viruses: free of all major hop viruses when received at Corvallis,good,fair to good,12 to 30 inches,8 - 9 %,9.0,8.0,8.5,5 %,5.0,5.0,5.0,25 - 29 %,29,25,27,1.80 ml/100 g,1.80,,1.80,H/C ratio = 2.46,2.46,,2.46,Humulene 23%,23.0,,23.0,caryophyllene 9%,9.0,myrcene 50 %,50.0,farnesene trace,
6708457e1540d082ce0716f1,Toyomidori,21676,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21676.html,medium to medium late,dark green,moderately susceptible,tolerant,Viruses: no information,good,"very good to poor, quite variable",24-36 inches,11 - 13 %,13.0,11.0,12.0,5 - 6 %,6.0,5.0,5.5,40%,40,40,40,1.06 ml/100 g,1.06,,1.06,H/C ratio = 2.07,2.07,,2.07,Humulene 9 - 12%,12.0,9.0,10.5,caryophyllene 4-5%,5.0,myrcene 59%,59.0,farnesene trace,
6708457e1540d082ce0716e1,Kitamidori,21677,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21677.html,medium late,dark green,moderately susceptible,,Viruses: no information,good to very good,good but variable from year to year,20 to 40 inches,9 - 12 %,12.0,9.0,10.5,5 - 6 %,6.0,5.0,5.5,22%,22,22,22,1.35 ml/100 g,1.35,,1.35,H/C ratio = 3.51,3.51,,3.51,humulene 31%,31.0,,31.0,caryophyllene 8 - 10%,10.0,myrcene 34%,34.0,farnesene 6 - 7%,6.5
6708457e1540d082ce071714,Eastern Gold,21678,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21678.html,late to medium late,dark green,moderately resistant,,Viruses: no information,very good,good to very good,20 to 40 inches,11 - 14 %,14.0,11.0,12.5,5 - 6 %,6.0,5.0,5.5,27%,27,27,27,1.43 ml/100 g,1.43,,1.43,H/C ratio = 22.48,22.48,,22.48,Humulene 19%,19.0,,19.0,caryophyllene 7- 8 %,8.0,myrcene 42%,42.0,farnesene 3%,3.0
6708457e1540d082ce0716e0,Canadian RedVine,21679,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21679.html,late,medium dark green to lighter green depending on location,moderately resistant,,Viruses: no information,very good,"excellent, over 2000 lbs/ acre, heavy clustering and cone set","30 - 50 inches, sometimes even longer",5%,5.0,5.0,5.0,5 - 6 %,6.0,5.0,5.5,47 %,47,47,47,11.20 ml/ 100 g,11.20,,11.20,H/C ratio = 0.90,0.90,,0.90,humulene 2%,2.0,,2.0,caryophyllene 2%,2.0,myrcene 70%,70.0,farnesene 4 - 7%,5.5
6708457e1540d082ce0716d6,Kent Golding,21680,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21680.html,early,light green,moderately resistant,tolerant,Viruses: Free of all major hop viruses when received at Corvallis,good,"good, 7 bales/ acre or higher",20 - 40 inches,5 - 6 %,6.0,5.0,5.5,2 - 3 %,3.0,2.0,2.5,29,29,29,29,0.85 ml/100 g,0.85,,0.85,H/C ratio = 3.05,3.05,,3.05,Humulene 27%,27.0,,27.0,caryophyllene 9 %,9.0,myrcene 42 %,42.0,farnesene trace,
6708457e1540d082ce0716e3,Canterbury Golding,21681,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21681.html,,,,,,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,,,,,unknown,,unknown,,,
6708457e1540d082ce071709,Wuerttemberger,21682,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21682.html,medium early,light green,moderately resistant,tolerant,Viruses: No information,fair to good,poor,12 to 30 inches,5 %,5.0,5.0,5.0,4 %,4.0,4.0,4.0,28 %,28,28,28,1.25 ml/ 100 g,1.25,,1.25,H/C ratio = 3.00,3.00,,3.00,Humulene 18%,18.0,,18.0,caryophyllene 6%,6.0,myrcene 59%,59.0,farnesene 4%,4.0
6708457e1540d082ce0716d3,Sterling,21689,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21689.html,medium to medium early,dark green,moderately resistant,,Viruses: free of all major hop viruses at the time of release,powdery mildew: moderately resistant,"very good, 1,800 to 2,000 lbs/acre in Oregon test plots",24 to 36 inches,6 to 9%,9.0,6.0,7.5,4 to 6%,6.0,4.0,5.0,24%,24,24,24,1.3 to 1.9 ml/100 g,1.30,,1.30,H/C ratio = 3.3,3.30,,3.30,humulene 19 - 23,23.0,19.0,21.0,caryophyllene 5 - 7,7.0,myrcene 46,46.0,farnesene 11-17,14.0
6708457e1540d082ce0716d9,Sunbeam,21697,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21697.html,medium early,lemon yellow,moderately resistant,moderately resistant,Viruses: free of all major hop viruses at the time of release,very good,good,12 to 30 inches,4 to 5%,5.0,4.0,4.5,2.50%,2.5,2.5,2.5,36%,36,36,36,0.8 to 1.3 ml/100 g,1.30,0.80,1.05,H/C ratio = 3.12,3.12,,3.12,Humulene 14%,14.0,,14.0,caryophyllene 4%,4.0,myrcene 56%,56.0,farnesene 6%,6.0
6708457e1540d082ce0716ab,Bianca,21698,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21698.html,early to medium early,lemon yellow,moderately resistant,moderately resistant,Viruses: free of all major hop viruses at the time of its release,good to very good,good to very good,20 to 30 inches,7 to 8%,8.0,7.0,7.5,3.40%,3.4,3.4,3.4,20 to 28 %,28,20,24,0.6 to 1.0 ml/100 g,1.00,0.60,0.80,H/C ratio = 2.84,2.84,,2.84,Humulene 25%,25.0,,25.0,caryophyllene 8%,8.0,myrcene 30%,30.0,farnesene 13%,13.0
6708457e1540d082ce07169d,Galena,21699,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21699.html,,,,,,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce071717,Eastern Green,21700,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21700.html,medium to late,dark green,,,,very good,reported to be very good in Japan,"20 - 30 inches, sometimes longer",unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce071697,Furano Ace,21701,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21701.html,medium late,dark green,resistant,,Viruses: no information,very good,"variable, reportedly very good in Japan (6 - 7 bales/acre)",12 B 36 inches,7 B 8 %,8.0,7.0,7.5,5 B 8 %,8.0,5.0,6.5,21 %,21,21,21,1.53 ml/100 g,1.53,,1.53,H/C ratio = 2.60,2.60,,2.60,Humulene 19%,19.0,,19.0,caryophyllene 7%,7.0,myrcene 50%,50.0,farnesene 12%,12.0
6708457e1540d082ce0716c2,Sorachi Ace,21702,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21702.html,midseason,dark green,resistant,,No information,good,"fair to good, reportedly very good in Japan (8 - 10 bales/acre)",12 - 36 inches,unknown,,,,unknown,,,,23%,23,23,23,unknown,,,,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716c8,Southern Cross,21703,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/21703.html,late,dark green,unknown,,,very good,"reportedly very high in New Zealand, 10 - 11 bales/acre",20 - 40 inches,13 - 14 %,14.0,13.0,13.5,6 - 7 %,7.0,6.0,6.5,28%,28,28,28,Humulene 14%; caryophyllene 4%; farnesene 5%; myrcene 58%,,,,unknown,,,,Humulene 14%,14.0,,14.0,caryophyllene 4%,4.0,myrcene 58%,58.0,farnesene 5%,5.0
6708457e1540d082ce071691,Fuggle H,48209,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/48209.html,early,dark green,resistant,moderately susceptible,Viruses: unknown,low to medium,"low, 1,000 to 1,400 lbs/acre",short (12 to 24 inches),2.8 (10 year range: 4.1 to 7.7%),7.7,4.1,5.9,2.8 (10 year range: 2.1 to 3.9 %),3.9,2.1,3.0,26,26,26,26,0.9 ml/100 g (10 year range: 0.41 to 1.89),0.90,,0.90,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716ac,Hallertauer mittelfrueh,56001,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/56001.html,"early in the US, medium early in Germany",light green,tolerant to moderately susceptible,susceptible,Viruses: no specific information available,"poor to good, depending on location",poor,12 to 20 inches,4.40%,4.4,4.4,4.4,4.50%,4.5,4.5,4.5,20 to 22%,22,20,21,0.74 ml/100g,0.74,,0.74,H/C ratio = 3.43,3.43,,3.43,Humulene 33.9%,33.9,,33.9,caryophyllene 9.9%,9.9,myrcene 40.2%,40.2,,
6708457e1540d082ce0716a2,Backa,56002,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/56002.html,Late,Light green,moderately susceptible,,Viruses: unknown,Good to very good,"Fair to good in U.S. trials, very good in Yugoslavia",12-30 inches,4.8% (8-year range 3.1-6.9%),6.9,3.1,5.0,6% (8-year range 4.0-7.4%),7.4,4.0,5.7,25%,25,25,25,0.60 ml/100 g (8-year range 0.39-1.0),0.60,,0.60,H/C ratio 3.28,3.28,,3.28,Humulene 33%,33.0,,33.0,unknown,,unknown,,,
6708457e1540d082ce0716e6,Cascade,56013,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/56013.html,Medium to medium late,Medium green to dark green,resistant,moderately resistant,Viruses: initially infected with all hop viruses but cleaned up by meristem tip culture and heat treatment and re-released under the new Accession No. USDA 21092.,Very good,"Very good, 1800-2200 lbs/acre",24-30 inches,6.2% (ten year range: 5.1 to 8.5%),8.5,5.1,6.8,5.0% (ten year range: 4.0 to 6.6%),6.6,4.0,5.3,33-36%,36,33,35,1.27 ml/100 g (10 year range: 0.62 to 1.89),1.27,,1.27,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716b9,Shinshuwase,60042,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/60042.html,Late,Light green,moderately resistant,resistant,"Viruses: infected with Prunus Necrotic Ringspot Virus (cherry and apple strain), Hop Latent Virus, American Hop Latent Virus, but free of Hop Mosaic Virus.",Very good,"High, 1600-2200 lbs/acre",20-40 inches,5.8% (8-year range 4.7-8.3%),8.3,4.7,6.5,4.7% (8-year range 4.0-6.1%),6.1,4.0,5.1,51%,51,51,51,0.71 ml/100 g (8-year range 0.42-0.98 ml/100 g),0.71,,0.71,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce07171c,Yugoslavia Golding,61019,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/61019.html,Early,Dark green,resistant,moderately susceptible,Viruses: unknown,"Good early in the season, poor later in the season","Low, 900 1200 lbs/acre",12 20 inches,5.5% (9 year range 3.7 6.9%),6.9,3.7,5.3,2.9% (9 year range 2.1 3.7%),3.7,2.1,2.9,27%,27,27,27,0.9 ml/100 g (9 year range 0.6 1.5 ml/100 g),0.90,,0.90,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716b0,Savinja Golding,61020,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/61020.html,Early,Dark green,resistant,moderately susceptible,"Viruses: free of Prunus Necrotic Ringspot Virus, Apple Mosaic Virus and Hop Mosaic Virus; carries Hop Latent and American Hop Latent Virus","Good in early spring, poor later in the season","Low, 900 1100 lbs/acre",12 20 inches,5.6% (9 year range 4.7 6.6%),6.6,4.7,5.7,2.7% (9 year range 2.2 3.3%),3.3,2.2,2.8,27%,27,27,27,0.91 ml/100 g (9 year range 0.42 1.43 ml/lOOg),0.91,,0.91,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716e8,Tettnanger (Swiss),61021,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/61021.html,Early,Medium green,moderately resistant,,Viruses: unknown,"Good, especially early in the season, but poor in early to mid summer","Low, 1000 1300 lbs/acre",12 36 inches,4.7% (9 year range 4.1 6.3%),6.3,4.1,5.2,4.7% (9 year range 3.6 5.7%),5.7,3.6,4.7,22%,22,22,22,0.66 ml/100 g (9 year range 0.42 1.13 ml/100 g),0.66,,0.66,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce071701,Comet,62013,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/62013.html,Medium late,"Light green early in the season, turning darker green as the season progresses.",susceptible,resistant,Viruses: free of Prunus Necrotic Ringspot Virus and Hop Mosaic Virus.,Excellent,,24-40 inches,11.3% (8 year range: 9.4 to 12.4%),12.4,9.4,10.9,4.6% (8 year range: 3.0 to 6.1%),6.1,3.0,4.6,41%,41,41,41,1.98 ml/100 g (8 year range: 1.40 to 3.31%),1.98,,1.98,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716d4,Janus,62051,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/62051.html,Very early,Light green,resistant,resistant,Viruses: unknown,Poor,"Low, below 1000 lbs/acre in Oregon",6-12 inches,5.1% (8 year range: 3.8-6.7%),6.7,3.8,5.3,2.3% (8 year range: 1.6-3.2%),3.2,1.6,2.4,32%,32,32,32,0.58 ml/100 g (range: 0.50-1.0),0.58,,0.58,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce07170a,Density,62052,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/62052.html,"Medium early to medium late, depending on training time in the spring",Dark green,moderately resistant,resistant,Viruses: unknown,Fair to good,Fair to good (1000-400 lbs/acre),12-20 inches,5.3% (6 year range: 4.4-6.6%),6.6,4.4,5.5,3.3% (6 year range: 2.6-4.7%),4.7,2.6,3.7,36%,36,36,36,0.44 ml/100 g (6 year range: 0.26-0.71),0.44,,0.44,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce071707,Defender,62053,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/62053.html,Early to medium early,Medium green,moderately resistant,resistant,Viruses: unknown,Poor to good,Low (1000 1200 lbs/acre),6 20 inches,4.0% (7 year range: 3.3 6.0%),6.0,3.3,4.7,1.5% (7 year range: 1.1-2.5%),2.5,1.1,1.8,27%,27,27,27,0.5 ml/100 g (7 year range: 0.15 0.98),0.50,,0.50,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716cc,Bullion,64100,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/64100.html,Medium early,Dark green,moderately resistant,resistant,Viruses: infected with all major hop viruses,Excellent,"High, 2000 to 2400 lbs/acre",20-40 inches,10.0% (10 year range: 6.7 to 12.9%),12.9,6.7,9.8,5.4% (10 year range: 3.7 to 9.1%),9.1,3.7,6.4,39%,39,39,39,1.65 ml/100 g (10 year range: 1.14 to 2.70),1.65,,1.65,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce07170d,Northern Brewer,64107,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/64107.html,Early,Medium to dark green,moderately resistant,resistant,Viruses: infected with all five major hop viruses,Poor to moderate,"Low, 800 1200 lbs/acre",12-20 inches,9.5% (ten year range: 7.0 to 12.1%),12.1,7.0,9.6,4.0% (ten year range: 2.2 to 5.3%),5.3,2.2,3.8,26%,26,26,26,1.61 ml/100 g (10 year range: 0.77 to 2.56),1.61,,1.61,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716df,Talisman,65101,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/65101.html,Very late (mid-to late September),Dark green,moderately resistant,resistant,Viruses: carries prunus necrotic ringspot virus and some other hop viruses without appreciable effect on yields.,Excellent,2000 2600 lbs/acre,24 to 40 inches,6.2% (5 year range: 5.7 to 6.7%),6.7,5.7,6.2,3.2% (5 year range: 2.8 to 3.6%),3.6,2.8,3.2,53%,53,53,53,0.72 ml/100 g (5 year range: 0.47 to 0.98),0.72,,0.72,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce071716,Yakima Cluster,65102,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/65102.html,Early,Medium green,susceptible,resistant,"Viruses: free of prunus necrotic ringspot and apple mosaic virus, gradually becoming reinfected over a 10 to 15 year period in commercial plantings.",Excellent,"High, 1800 to 2000 lbs/acre",18-36 inches,7.1% (10 year range: 4.4 to 9.8%),9.8,4.4,7.1,4.3% (10 year range: 3.0 to 6.1%),6.1,3.0,4.6,42%,42,42,42,0.47 ml/100 g (10 year range: 0.24 to 0.90),0.47,,0.47,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce07170c,Early Cluster,65103,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/65103.html,Early,Medium green,susceptible,resistant,Viruses: free of prunus necrotic ringspot virus and apple mosaic virus in gradually becomes reinfected in commercial plantings over a 10 to 15 year period.,Excellent,"High, 1800 to 2100 lbs/acre",24 to 36 inches,6.4% (4 year range: 5.2 to 8.6%),8.6,5.2,6.9,4.4% (4 year range: 3.6 to 6.1%),6.1,3.6,4.9,39%,39,39,39,0.79 ml/100 g (4 year range: 0.66 to 1.03),0.79,,0.79,unknown,,,,unknown,,,,unknown,,unknown,,,
6708457e1540d082ce0716ea,"Late Cluster, L8",65104,https://www.ars.usda.gov/ARSUserFiles/2450/hopcultivars/65104.html,Late,Dark green,susceptible,resistant,"Viruses: free of prunus necrotic ringspot and apple mosaic virus, becoming reinfected over a 10 15 year period in commercial plantings.",Excellent,"High, 2000 lbs/acre",24-36 inches,5.0% (4 year range: 4.1 to 6.4%),6.4,4.1,5.3,4.7% (4 year range: 3.7 to 5.5%),5.5,3.7,4.6,42%,42,42,42,0.34 ml/100 g (4 year range: 0.19 to 0.46); Humulene 13.4%; caryophyllene 4.9%; myrcene 58.1%; Farnesene 0.3%. H/C ratio = 2.74,0.34,,0.34,H/C ratio = 2.74,2.74,,2.74,Humulene 13.4%,13.4,,13.4,caryophyllene 4.9%,4.9,myrcene 58.1%,58.1,farnesene 0.3%,0.3
